WATERBODY_ID,VERSION,DATE_RETRIEVED,UP_STREAM,DOWN_STREAM,IMMEDIATE_UP_STREAM,IMMEDIATE_DOWN_STREAM,CATCHMENT_LENGTH,WATERBODY_NAME,WB_TYPE_NAME,Easting,Northing,NGR,BB_MAX_X,BB_MAX_Y,BB_MIN_X,BB_MIN_Y,HMD_NAME
GB112069061320,2,13/09/2013,,"GB71210004, GB112069061381, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061381,,Bollin (Source to Dean),River,388533,379785,SJ8853379785,397450,382272,383851,369722,Heavily Modified
GB112069061330,2,13/09/2013,,"GB71210004, GB112069061370, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061370,,Mobberley Brook,River,381623,378197,SJ8162378197,387470,383303,376768,377016,Not Designated A/HMWB
GB112069061340,2,13/09/2013,,"GB71210004, GB112069061370, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061370,,Birkin Brook - Source to Mobberley Brook,River,376521,383294,SJ7652183294,383285,383594,375378,376111,Not Designated A/HMWB
GB112069061350,2,13/09/2013,,"GB71210004, GB112069061370, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061370,,Sugar Brook,River,378280,381838,SJ7828081838,379974,383303,376816,380938,Not Designated A/HMWB
GB112069061360,2,13/09/2013,"GB112069060650, GB112069060660","GB71210004, GB112069061381, GB112069061382, GB641211630001, GB531206908100, GB112069061382","GB112069060650, GB112069060660",GB112069061381,,Dean (Bollington to Bollin),River,386100,383864,SJ8610083864,393559,384120,383855,377645,Not Designated A/HMWB
GB112069061370,2,13/09/2013,"GB112069061330, GB112069061340, GB112069061350","GB71210004, GB112069061382, GB641211630001, GB531206908100, GB112069061382","GB112069061330, GB112069061340, GB112069061350","GB112069061382, GB112069061382",,Birkin Brook - Mobberley Brook to River Bollin (including Rostherne Brook),River,375130,385185,SJ7513085185,376828,385707,372717,380179,Not Designated A/HMWB
GB112069061381,2,13/09/2013,"GB112069061320, GB112069061360, GB112069060650, GB112069060660","GB71210004, GB112069061382, GB641211630001, GB531206908100, GB112069061382","GB112069061320, GB112069061360","GB112069061382, GB112069061382",,Bollin (River Dean to Ashley Mill),River,380768,384034,SJ8076884034,383856,385674,377188,382271,Not Designated A/HMWB
GB112069061382,2,13/09/2013,"GB112069061320, GB112069061330, GB112069061340, GB112069061350, GB112069061360, GB112069061370, GB112069061381, GB112069060650, GB112069060660","GB71210004, GB641211630001, GB531206908100","GB112069061370, GB112069061381",GB71210004,,Bollin (Ashley Mill to Manchester Ship Canal),River,370039,388807,SJ7003988807,377188,388902,368235,383871,Heavily Modified
GB112069061390,2,13/09/2013,"GB112069060710, GB112069060680, GB112069060690, GB112069060710","GB641211630001, GB531206908100","GB112069060680, GB112069060690",GB531206908100,,Ditton Brook (Halewood to Mersey Estuary),River,345300,387637,SJ4530087637,348331,387868,343532,384939,Heavily Modified
GB112069064520,2,13/09/2013,,"GB71210004, GB112069060760, GB112069061011, GB112069061420, GB641211630001, GB531206908100",,GB112069060760,,Hey/Borsdane Brook,River,362929,406615,SD6292906615,364929,410247,360242,398821,Heavily Modified
GB112069064530,2,13/09/2013,"GB112069064560, GB112069064570, GB112069064580","GB71210004, GB112069061011, GB112069064550, GB112069061451, GB112069061452, GB641211630001, GB531206908100","GB112069064560, GB112069064570, GB112069064580",GB112069064550,,Tonge,River,372528,409575,SD7252809575,373378,411108,371955,407909,Heavily Modified
GB112069064540,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064550, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064550,,Middle Brook,River,369599,410548,SD6959910548,373372,410567,363868,407909,Heavily Modified
GB112069064550,2,13/09/2013,"GB112069064530, GB112069064540, GB112069064560, GB112069064570, GB112069064580","GB71210004, GB112069061011, GB112069061451, GB112069061452, GB641211630001, GB531206908100","GB112069064530, GB112069064540",GB112069061451,,Croal (including Blackshaw Brook),River,375405,408515,SD7540508515,375407,410498,373143,406022,Heavily Modified
GB112069064560,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064530, GB112069064550, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064530,,Astley Brook (Irwell),River,368941,411689,SD6894111689,371961,413242,365918,411107,Heavily Modified
GB112069064570,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064530, GB112069064550, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064530,,Eagley Brook,River,372309,411707,SD7230911707,372573,416774,367384,411040,Heavily Modified
GB112069064580,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064530, GB112069064550, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064530,,Bradshaw Brook,River,372714,417060,SD7271417060,374854,417608,370953,408639,Heavily Modified
GB112069064600,2,13/09/2013,"GB112069061250, GB112069064690, GB112069064710, GB112069064720, GB112069064730","GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100","GB112069061250, GB112069064710, GB112069064720, GB112069064730",GB112069060840,,Roch (Spodden to Irwell),River,386110,411308,SD8611011308,390615,413215,380167,407285,Heavily Modified
GB112069064610,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB641211630001, GB531206908100",,GB112069064620,,Kirklees Brook,River,377042,413993,SD7704213993,379830,417043,375466,411090,Heavily Modified
GB112068060190,2,13/09/2013,"GB112068055360, GB112068055370, GB112068055460, GB112068060180, GB112068060200, GB112068060210, GB112068060230, GB112068060240","GB112068060500, GB112068060470, GB641211630001, GB531206908100","GB112068055360, GB112068055370, GB112068055460, GB112068060180, GB112068060200, GB112068060210",GB112068060470,,Dane (Cow Brook to Wheelock),River,382167,365047,SJ8216765047,389094,367930,369341,363176,Not Designated A/HMWB
GB112068060200,2,13/09/2013,,"GB112068060500, GB112068060190, GB112068060470, GB641211630001, GB531206908100",,GB112068060190,,Swettenham Brook,River,384353,367062,SJ8435367062,388465,368361,378992,366818,Not Designated A/HMWB
GB112068060210,2,13/09/2013,,"GB112068060500, GB112068060190, GB112068060470, GB641211630001, GB531206908100",,GB112068060190,,Cow Brook,River,389526,366219,SJ8952666219,389566,366946,389093,365826,Not Designated A/HMWB
GB112068060220,2,13/09/2013,,"GB112068060500, GB112068060470, GB641211630001, GB531206908100",,GB112068060470,,Puddinglake Brook,River,369673,369897,SJ6967369897,372436,370848,367403,369458,Not Designated A/HMWB
GB112068060230,2,13/09/2013,,"GB112068060180, GB112068060500, GB112068060190, GB112068060470, GB641211630001, GB531206908100",,GB112068060180,,Dane (Source to Clough Brook),River,400555,366468,SK0055566468,402897,369354,397014,365779,Not Designated A/HMWB
GB112068060240,2,13/09/2013,,"GB112068060180, GB112068060500, GB112068060190, GB112068060470, GB641211630001, GB531206908100",,GB112068060180,,Clough Brook,River,397461,367965,SJ9746167965,398735,369840,396986,366195,Not Designated A/HMWB
GB112068060250,2,13/09/2013,"GB112068060280, GB112068060290, GB112068060300, GB112068060320, GB112068060260","GB641211630001, GB531206908100","GB112068060280, GB112068060290, GB112068060320, GB112068060260",GB531206908100,,Gowy (Milton Brook to Mersey),River,343825,372123,SJ4382572123,346165,376027,342492,368267,Heavily Modified
GB112068060260,2,13/09/2013,,"GB112068060250, GB641211630001, GB531206908100",,GB112068060250,,Stanney Mill Brook,River,342982,373141,SJ4298273141,344214,375379,342156,370826,Heavily Modified
GB112068060270,2,13/09/2013,,"GB641211630001, GB531206908100",,GB531206908100,,Dibbinsdale Brook and Clatter Brook,River,332544,381642,SJ3254481642,334626,384218,330424,379460,Not Designated A/HMWB
GB112068060390,2,13/09/2013,"GB112068060360, GB112068060380, GB112068060410, GB112068060420, GB112068060430","GB112068060370, GB112068060500, GB641211630001, GB531206908100","GB112068060360, GB112068060380, GB112068060410",GB112068060370,,Peover Eye,River,377057,372545,SJ7705772545,381639,375803,366925,370748,Not Designated A/HMWB
GB112068060400,2,13/09/2013,,"GB112068060370, GB112068060500, GB641211630001, GB531206908100",,GB112068060370,,Forge (Kidd) Brook,River,365330,377091,SJ6533077091,366968,378364,364761,375093,Not Designated A/HMWB
GB112068060410,2,13/09/2013,"GB112068060420, GB112068060430","GB112068060370, GB112068060500, GB112068060390, GB641211630001, GB531206908100","GB112068060420, GB112068060430",GB112068060390,,Smoker Brook (Gale Brook to Wincham Brook),River,371140,378047,SJ7114078047,371911,380877,369092,375780,Not Designated A/HMWB
GB112068060420,2,13/09/2013,,"GB112068060370, GB112068060500, GB112068060390, GB112068060410, GB641211630001, GB531206908100",,GB112068060410,,Arley Brook (Source to Gale Brook),River,366377,380186,SJ6637780186,369262,383512,363771,379500,Not Designated A/HMWB
GB112068060430,2,13/09/2013,,"GB112068060370, GB112068060500, GB112068060390, GB112068060410, GB641211630001, GB531206908100",,GB112068060410,,Gale Brook,River,368238,381700,SJ6823881700,369404,383308,368206,380876,Not Designated A/HMWB
GB112068060440,2,13/09/2013,,"GB112068055451, GB112068060500, GB112068060460, GB641211630001, GB531206908100",,GB112068055451,,Ash Brook (Source to Darley Brook),River,361472,366369,SJ6147266369,362335,367384,359466,364344,Not Designated A/HMWB
GB112068060450,2,13/09/2013,,"GB112068055451, GB112068060500, GB112068060460, GB641211630001, GB531206908100",,GB112068055451,,Darley Brook,River,359513,364284,SJ5951364284,362334,365613,357044,364040,Heavily Modified
GB112068060460,2,13/09/2013,"GB112068055210, GB112068055220, GB112068055230, GB112068055240, GB112068055250, GB112068055260, GB112068055270, GB112068055280, GB112068055300, GB112068055160, GB112068055180, GB112068055190, GB112068055200, GB112068055310, GB112068055320, GB112068055330, GB112068055340, GB112068055440, GB112068055451, GB112068055470, GB112068060540, GB112068074630, GB112068060440, GB112068060450","GB112068060500, GB641211630001, GB531206908100","GB112068055220, GB112068055240, GB112068055250, GB112068055160, GB112068055180, GB112068055190, GB112068055310, GB112068055340, GB112068055451, GB112068055470, GB112068060540",GB112068060500,,Weaver (Marbury Brook to Dane),River,367470,364102,SJ6747064102,369786,373759,362214,342498,Heavily Modified
GB112068060470,2,13/09/2013,"GB112068055360, GB112068055370, GB112068055380, GB112068055390, GB112068055400, GB112068055410, GB112068055420, GB112068055430, GB112068055460, GB112068060180, GB112068060190, GB112068060200, GB112068060210, GB112068060220, GB112068060230, GB112068060240","GB112068060500, GB641211630001, GB531206908100","GB112068055380, GB112068060190, GB112068060220",GB112068060500,,Dane (Wheelock to Weaver),River,367333,370892,SJ6733370892,369351,373794,365682,366980,Not Designated A/HMWB
GB112069060600,2,13/09/2013,,"GB112069060580, GB112069061441, GB112069061442, GB641211630001, GB531206908300",,GB112069060580,,Tue Brook,River,338734,396412,SJ3873496412,339342,396842,336856,396215,Heavily Modified
GB112069060610,2,13/09/2013,,"GB112069061441, GB112069061442, GB641211630001, GB531206908300",,GB112069061441,,Croxteth/Knowsley Brook,River,340566,397156,SJ4056697156,343648,397429,339961,396539,Heavily Modified
GB112069060630,2,13/09/2013,,"GB112069061441, GB112069061442, GB641211630001, GB531206908300",,GB112069061441,,Simonswood Brook,River,341614,401546,SD4161401546,346287,401909,339934,397494,Heavily Modified
GB112069060640,2,13/09/2013,,"GB112069061442, GB112069064500, GB641211630001, GB531206908300",,GB112069064500,,Downholland (Lydiate/Cheshires Lines) Brook,River,338321,404326,SD3832104326,344268,408687,332675,402979,Heavily Modified
GB112069060650,2,13/09/2013,,"GB71210004, GB112069061360, GB112069061381, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061360,,Dean (Lamaload to Bollington),River,394904,375924,SJ9490475924,396984,377898,393558,375207,Heavily Modified
GB112069060660,2,13/09/2013,,"GB71210004, GB112069061360, GB112069061381, GB112069061382, GB641211630001, GB531206908100, GB112069061382",,GB112069061360,,Harrop Brook,River,395474,378397,SJ9547478397,396580,379772,393558,377884,Not Designated A/HMWB
GB112069060680,2,13/09/2013,,"GB112069061390, GB641211630001, GB531206908100",,GB112069061390,,Netherley Brook,River,344753,388608,SJ4475388608,345155,389474,344449,387867,Heavily Modified
GB112069060690,2,13/09/2013,"GB112069060710, GB112069060710","GB112069061390, GB641211630001, GB531206908100","GB112069060710, GB112069060710",GB112069061390,,Dog Clog Brook (including Mill Brook),River,348131,387957,SJ4813187957,350430,389437,345154,387709,Heavily Modified
GB112069060700,2,13/09/2013,,"GB71210004, GB112069060720, GB112069061000, GB112069061011, GB112069061030, GB112069061050, GB641211630001, GB531206908100",,GB112069060720,,Long Clough Brook,River,402965,393571,SK0296593571,405430,394180,402297,390396,Not Designated A/HMWB
GB112069060810,2,13/09/2013,"GB112069061090, GB112069061100, GB112069061090","GB71210004, GB112069061011, GB112069061420, GB641211630001, GB531206908100",GB112069061100,GB112069061420,,Bedford Brook,River,368721,402265,SD6872102265,369357,406195,366470,398116,Heavily Modified
GB112069060820,2,13/09/2013,,"GB71210004, GB112069060760, GB112069061011, GB112069061420, GB641211630001, GB531206908100",,GB112069060760,,Westleigh Brook,River,365934,403920,SD6593403920,366192,405433,362856,398991,Not Designated A/HMWB
GB112069060840,3,13/09/2013,"GB112069064600, GB112069064610, GB112069061250, GB112069064620, GB112069064641, GB112069064650, GB112069064660, GB112069064670, GB112069064680, GB112069064690, GB112069064710, GB112069064720, GB112069064730","GB71210004, GB112069061011, GB112069061451, GB112069061452, GB641211630001, GB531206908100","GB112069064600, GB112069064620",GB112069061451,,Irwell (Roch to Croal),River,377518,406350,SD7751806350,380168,407286,374759,406022,Heavily Modified
GB112069060850,2,13/09/2013,,"GB71210004, GB112069060960, GB112069061000, GB112069061011, GB112069060880, GB112069061030, GB641211630001, GB531206908100",,GB112069060880,,Goyt (Source to Randall Carr Brook),River,401558,375557,SK0155875557,401786,380834,400500,371324,Heavily Modified
GB112069060860,2,13/09/2013,,"GB71210004, GB112069060960, GB112069061000, GB112069061011, GB112069060880, GB112069061030, GB641211630001, GB531206908100",,GB112069060880,,Randall Carr Brook,River,402131,380137,SK0213180137,403417,380834,401020,379840,Not Designated A/HMWB
GB112069060870,2,13/09/2013,,"GB71210004, GB112069060960, GB112069061000, GB112069061011, GB112069060880, GB112069061030, GB641211630001, GB531206908100",,GB112069060880,,Todd Brook,River,398146,376347,SJ9814676347,400953,381219,397919,375139,Not Designated A/HMWB
GB112069060880,2,13/09/2013,"GB112069060850, GB112069060860, GB112069060870, GB112069060910","GB71210004, GB112069060960, GB112069061000, GB112069061011, GB112069061030, GB641211630001, GB531206908100","GB112069060850, GB112069060860, GB112069060870, GB112069060910",GB112069060960,,Goyt (Randall Carr Brook to Sett),River,401230,383101,SK0123083101,401621,385223,400104,380834,Not Designated A/HMWB
GB112069060900,2,13/09/2013,,"GB71210004, GB112069060940, GB112069061011, GB112069061030, GB641211630001, GB531206908100",,GB112069060940,,Poynton Brook,River,392700,382482,SJ9270082482,396185,385031,391221,381245,Not Designated A/HMWB
GB112069060910,2,13/09/2013,,"GB71210004, GB112069060960, GB112069061000, GB112069061011, GB112069060880, GB112069061030, GB641211630001, GB531206908100",,GB112069060880,,Black Brook (Upper Mersey),River,406184,382078,SK0618482078,406869,382509,401620,379174,Not Designated A/HMWB
GB112069061012,1,13/09/2013,GB112069061020,"GB641211630001, GB531206908100",GB112069061020,GB531206908100,,Mersey (Bollin confluence to Howley Weir) including Padgate Brook.,River,364488,388179,SJ6448888179,368236,391769,360121,386504,Heavily Modified
GB112069061020,2,13/09/2013,,"GB112069061012, GB641211630001, GB531206908100",,GB112069061012,,Spittle Brook,River,362668,392841,SJ6266892841,366368,394775,362043,388932,Heavily Modified
GB112069061030,2,13/09/2013,"GB112069060720, GB112069060730, GB112069060731, GB112069060770, GB112069060780, GB112069060790, GB112069060800, GB112069060920, GB112069060940, GB112069060950, GB112069060960, GB112069060970, GB112069061000, GB112069061112, GB112069060700, GB112069060850, GB112069060860, GB112069060870, GB112069060880, GB112069060900, GB112069060910, GB112069061040, GB112069061050, GB112069061060, GB112069061111, GB112069061280, GB112069061300, GB112069061410, GB112069064741","GB71210004, GB112069061011, GB641211630001, GB531206908100","GB112069060940, GB112069061000, GB112069061112, GB112069061040",GB112069061011,,Mersey (upstream of Manchester Ship Canal),River,384012,387950,SJ8401287950,389701,393846,372599,386202,Heavily Modified
GB112069061040,2,13/09/2013,"GB112069061060, GB112069061410","GB71210004, GB112069061011, GB112069061030, GB641211630001, GB531206908100","GB112069061060, GB112069061410",GB112069061030,,Chorlton Brook (Princess Parkway to Mersey),River,382245,393356,SJ8224593356,384253,393853,380187,393161,Heavily Modified
GB112069061050,2,13/09/2013,"GB112069060720, GB112069060730, GB112069060731, GB112069060770, GB112069060780, GB112069060790, GB112069060800, GB112069060700","GB71210004, GB112069061000, GB112069061011, GB112069061030, GB641211630001, GB531206908100","GB112069060720, GB112069060780",GB112069061000,,Etherow (Glossop Brook to Goyt),River,398319,392876,SJ9831992876,400957,395280,395980,390222,Not Designated A/HMWB
GB112069061060,2,13/09/2013,,"GB71210004, GB112069061011, GB112069061030, GB112069061040, GB641211630001, GB531206908100",,GB112069061040,,Platt Brook (Source to Fallowfield Bk),River,386548,395215,SJ8654895215,389178,396010,384252,393852,Heavily Modified
GB112069061090,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060810, GB112069061100, GB112069061420, GB641211630001, GB531206908100",,GB112069061100,,Shaw Brook,River,370242,398615,SJ7024298615,373293,400801,369401,398394,Not Designated A/HMWB
GB112069061100,2,13/09/2013,"GB112069061090, GB112069061090","GB71210004, GB112069061011, GB112069060810, GB112069061420, GB641211630001, GB531206908100","GB112069061090, GB112069061090",GB112069060810,,Astley Brook (Mersey),River,370028,400724,SD7002800724,371951,403041,367564,398252,Heavily Modified
GB112069061111,1,13/09/2013,"GB112069061300, GB112069064741","GB71210004, GB112069061011, GB112069061112, GB112069061030, GB641211630001, GB531206908100","GB112069061300, GB112069064741",GB112069061112,,Tame (Chew Brook to Swineshaw Brook),River,397304,401104,SD9730401104,401200,404279,395978,398420,Heavily Modified
GB112069061210,2,13/09/2013,,"GB112069061180, GB112069061200, GB641211630001, GB531206908100, GB112069061200",,GB112069061180,,Hardshaw (Windle) Brook,River,350580,395704,SJ5058095704,352394,396132,349500,394892,Heavily Modified
GB112069061220,2,13/09/2013,,"GB112069061200, GB641211630001, GB531206908100, GB112069061200",,"GB112069061200, GB112069061200",,Millingford (Newton) Brook,River,359487,398444,SJ5948798444,360769,399999,356048,393251,Heavily Modified
GB112069061230,2,13/09/2013,,"GB112069061200, GB641211630001, GB531206908100, GB112069061200",,"GB112069061200, GB112069061200",,Black Brook (Mersey Estuary),River,351855,399455,SJ5185599455,355987,401142,349692,395811,Heavily Modified
GB112069061240,2,13/09/2013,,"GB112069061200, GB641211630001, GB531206908100, GB112069061200",,"GB112069061200, GB112069061200",,Rainford Brook,River,350112,398015,SJ5011298015,353001,401120,347290,395853,Not Designated A/HMWB
GB112069061250,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064600, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064600,,Whittle Brook (Irwell),River,385005,406952,SD8500506952,385793,408511,380848,406768,Not Designated A/HMWB
GB112069061260,2,13/09/2013,,"GB71210004, GB112069060980, GB112069061011, GB641211630001, GB531206908100",,GB112069060980,,Timperley Brook,River,377807,387798,SJ7780787798,379746,390195,376576,386914,Heavily Modified
GB112069061270,2,13/09/2013,,"GB71210004, GB112069060980, GB112069061011, GB641211630001, GB531206908100",,GB112069060980,,Sinderland Brook (Fairywell Bk and Baguley Bk),River,377381,390108,SJ7738190108,382172,390587,376576,386292,Heavily Modified
GB112069061280,2,13/09/2013,,"GB71210004, GB112069061011, GB112069061112, GB112069061030, GB641211630001, GB531206908100",,GB112069061112,,Wilson Brook,River,395869,395554,SJ9586995554,397590,396400,393770,395154,Heavily Modified
GB112069061300,2,13/09/2013,,"GB71210004, GB112069061011, GB112069061112, GB112069061030, GB112069061111, GB641211630001, GB531206908100",,GB112069061111,,Chew Brook,River,401163,403833,SE0116303833,402405,405243,399324,403759,Heavily Modified
GB112069061410,2,13/09/2013,,"GB71210004, GB112069061011, GB112069061030, GB112069061040, GB641211630001, GB531206908100",,GB112069061040,,Fallowfield Brook,River,385352,393482,SJ8535293482,388884,393956,384252,392097,Heavily Modified
GB112069061420,2,13/09/2013,"GB112069060760, GB112069064520, GB112069060810, GB112069060820, GB112069061090, GB112069061100, GB112069061090","GB71210004, GB112069061011, GB641211630001, GB531206908100","GB112069060760, GB112069060810",GB112069061011,,Glaze,River,367622,397741,SJ6762297741,370262,398117,363367,391108,Not Designated A/HMWB
GB112069061430,2,13/09/2013,,"GB71210004, GB112069061011, GB112069061452, GB641211630001, GB531206908100",,GB112069061452,,Folly Brook and Salteye Brook.,River,375393,398859,SJ7539398859,377436,400113,374549,396463,Heavily Modified
GB112069061441,2,13/09/2013,"GB112069060580, GB112069060600, GB112069060610, GB112069060630","GB112069061442, GB641211630001, GB531206908300","GB112069060580, GB112069060610, GB112069060630",GB112069061442,,Alt US Bull Bridge,River,336185,403019,SD3618503019,339962,403395,335584,397428,Heavily Modified
GB112069061442,2,13/09/2013,"GB112069060580, GB112069060600, GB112069060610, GB112069060630, GB112069060640, GB112069061441, GB112069064500, GB112069064510","GB641211630001, GB531206908300","GB112069061441, GB112069064500",GB531206908300,,Alt  DS Bull Bridge,River,331241,405208,SD3124105208,335585,405890,329188,401830,Heavily Modified
GB112069061451,1,13/09/2013,"GB112069064530, GB112069064540, GB112069064550, GB112069064560, GB112069064570, GB112069064580, GB112069064600, GB112069064610, GB112069060840, GB112069061250, GB112069064620, GB112069064641, GB112069064650, GB112069064660, GB112069064670, GB112069064680, GB112069064690, GB112069064710, GB112069064720, GB112069064730","GB71210004, GB112069061011, GB112069061452, GB641211630001, GB531206908100","GB112069064550, GB112069060840",GB112069061452,,Irwell (Croal to Irk),River,375006,405734,SD7500605734,383823,406023,372981,398565,Heavily Modified
GB112069061452,1,13/09/2013,"GB112069061120, GB112069061131, GB112069061151, GB112069061152, GB112069061161, GB112069064530, GB112069064540, GB112069064550, GB112069064560, GB112069064570, GB112069064580, GB112069064600, GB112069064610, GB112069060840, GB112069061250, GB112069061430, GB112069061451, GB112069064620, GB112069064641, GB112069064650, GB112069064660, GB112069064670, GB112069064680, GB112069064690, GB112069064710, GB112069064720, GB112069064730","GB71210004, GB112069061011, GB641211630001, GB531206908100","GB112069061131, GB112069061152, GB112069061430, GB112069061451",GB112069061011,,Irwell / Manchester Ship Canal (Irk to confluence with Upper Mersey),River,377987,398094,SJ7798798094,383835,398931,372599,393467,Heavily Modified
GB112069064500,2,13/09/2013,"GB112069060640, GB112069064510","GB112069061442, GB641211630001, GB531206908300","GB112069060640, GB112069064510",GB112069061442,,Downholland Brook,River,331182,407620,SD3118207620,332676,408687,330732,405656,Heavily Modified
GB112069064510,2,13/09/2013,,"GB112069061442, GB112069064500, GB641211630001, GB531206908300",,GB112069064500,,Chisnall Brook,River,332359,410205,SD3235910205,336779,412000,332010,408035,Heavily Modified
GB112069064620,3,13/09/2013,"GB112069064610, GB112069064641, GB112069064650, GB112069064660, GB112069064670, GB112069064680","GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100","GB112069064610, GB112069064641, GB112069064650",GB112069060840,,Irwell (Rossendale STW to Roch),River,379442,413659,SD7944213659,382598,420233,376287,407285,Heavily Modified
GB112069064641,1,13/09/2013,"GB112069064660, GB112069064670, GB112069064680","GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB641211630001, GB531206908100","GB112069064660, GB112069064670, GB112069064680",GB112069064620,,Irwell (Cowpe Bk to Rossendale STW),River,380879,422344,SD8087922344,383310,422693,379223,420232,Heavily Modified
GB112069064650,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB641211630001, GB531206908100",,GB112069064620,,Ogden,River,377770,421619,SD7777021619,379224,424379,375591,418868,Heavily Modified
GB112069064660,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB112069064641, GB641211630001, GB531206908100",,GB112069064641,,Irwell (Source to Whitewell Brook),River,383332,421840,SD8333221840,387419,426295,383309,420517,Heavily Modified
GB112069064670,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB112069064641, GB641211630001, GB531206908100",,GB112069064641,,Whitewell Brook,River,383670,424614,SD8367024614,385007,427037,383309,421878,Heavily Modified
GB112069064680,2,13/09/2013,,"GB71210004, GB112069061011, GB112069060840, GB112069061451, GB112069061452, GB112069064620, GB112069064641, GB641211630001, GB531206908100",,GB112069064641,,Limy Water,River,380965,426010,SD8096526010,382544,428246,380694,422619,Heavily Modified
GB112069064690,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064600, GB112069060840, GB112069061451, GB112069061452, GB112069064720, GB641211630001, GB531206908100",,GB112069064720,,Beal,River,395019,412380,SD9501912380,396833,414626,391357,406946,Heavily Modified
GB112069064710,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064600, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064600,,Naden Brook,River,384325,414476,SD8432514476,385886,418588,382165,411905,Heavily Modified
GB112069064720,2,13/09/2013,GB112069064690,"GB71210004, GB112069061011, GB112069064600, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100",GB112069064690,GB112069064600,,Roch (Source to Spodden),River,395262,416842,SD9526216842,396679,419227,389066,412718,Heavily Modified
GB112069064730,2,13/09/2013,,"GB71210004, GB112069061011, GB112069064600, GB112069060840, GB112069061451, GB112069061452, GB641211630001, GB531206908100",,GB112069064600,,Spodden,River,387924,415398,SD8792415398,389085,419520,387807,413215,Heavily Modified
GB112069064741,1,13/09/2013,,"GB71210004, GB112069061011, GB112069061112, GB112069061030, GB112069061111, GB641211630001, GB531206908100",,GB112069061111,,Tame (Source to Chew Brook),River,401744,408097,SE0174408097,404491,413135,396969,404278,Heavily Modified
GB112070061600,2,13/09/2013,,"GB112070061610, GB112070064820, GB641211630001, GB531207112400",,GB112070061610,,Smithy Brook,River,356409,403600,SD5640903600,357434,404690,354942,403368,Heavily Modified
GB112070061610,2,13/09/2013,GB112070061600,"GB112070064820, GB641211630001, GB531207112400",GB112070061600,GB112070064820,,Poolstock Brook,River,359050,404105,SD5905004105,360436,405005,357363,403887,Heavily Modified
GB112070064780,2,13/09/2013,"GB112070064800, GB112070064850","GB112070064820, GB641211630001, GB531207112400",GB112070064800,GB112070064820,,Douglas - Mid,River,358158,408916,SD5815808916,359264,411034,357363,404773,Heavily Modified
GB112070064790,2,13/09/2013,,"GB112070064820, GB641211630001, GB531207112400",,GB112070064820,,Tawd,River,346931,411036,SD4693111036,349470,412532,346616,403736,Heavily Modified
GB112070064800,2,13/09/2013,GB112070064850,"GB112070064780, GB112070064820, GB641211630001, GB531207112400",GB112070064850,GB112070064780,,Buckhow (Hic Bibbi) Brook,River,356010,412088,SD5601012088,358583,412611,352015,411033,Heavily Modified
GB112070064810,2,13/09/2013,,"GB112070064820, GB641211630001, GB531207112400",,GB112070064820,,Eller Brook,River,344268,410456,SD4426810456,346687,414938,343473,406780,Heavily Modified
GB112070064820,2,13/09/2013,"GB112070061600, GB112070061610, GB112070064780, GB112070064790, GB112070064800, GB112070064810, GB112070064850","GB641211630001, GB531207112400","GB112070061610, GB112070064780, GB112070064790, GB112070064810",GB531207112400,,Douglas - Lower,River,348632,411345,SD4863211345,357364,415721,346655,404946,Heavily Modified
GB112070064952,2,13/09/2013,GB112070064951,"GB112070064861, GB641211630001, GB531207112400",GB112070064951,GB112070064861,,Yarrow DS Big Lodge Water,River,357761,417992,SD5776117992,359066,419413,352254,413400,Heavily Modified
