WATERBODY_ID,VERSION,DATE_RETRIEVED,UP_STREAM,DOWN_STREAM,IMMEDIATE_UP_STREAM,IMMEDIATE_DOWN_STREAM,CATCHMENT_LENGTH,WATERBODY_NAME,WB_TYPE_NAME,Easting,Northing,NGR,BB_MAX_X,BB_MAX_Y,BB_MIN_X,BB_MIN_Y,HMD_NAME
GB108045009010,2,13/09/2013,,"GB510804505600, GB650806420000",,GB510804505600,,Kenn,River,291821,86287,SX9182186287,297461,89760,286520,83175,Not Designated A/HMWB
GB108045009020,2,13/09/2013,GB108045009000,"GB510804505600, GB650806420000",GB108045009000,GB510804505600,,Alphin Brook,River,289515,91399,SX8951591399,294402,93066,284789,89271,Not Designated A/HMWB
GB108045009040,2,13/09/2013,"GB108045009060, GB108045009070, GB108045009080, GB108045009090, GB108045009100, GB108045009110, GB108045014850, GB108045014860, GB108045014870, GB108045014880, GB108045014890, GB108045014900, GB108045014910, GB108045014920, GB108045015030, GB108045015040, GB108045015050, GB108045015060, GB108045015070, GB108045015080, GB108045015090, GB108045015100, GB108045020920, GB108045020930, GB108045009220, GB108045009230, GB108045009240, GB108045009270, GB108045009280, GB108045009290, GB108045014930, GB108045014940, GB108045014960, GB108045014970, GB108045014980, GB108045014990, GB108045015000, GB108045015010, GB108045015020, GB108045020850, GB108045020860, GB108045020870, GB108045020880, GB108045020890, GB108045020900, GB108045020910","GB510804505600, GB650806420000","GB108045009060, GB108045009070",GB510804505600,,Exe (Creedy to Estuary),River,291370,92409,SX9137092409,293029,94853,290802,90718,Heavily Modified
GB108045009050,2,13/09/2013,,"GB510804505600, GB650806420000",,GB510804505600,,North Brook (East Devon),River,294715,92812,SX9471592812,294812,95294,292570,89663,Heavily Modified
GB108045009060,3,13/09/2013,"GB108045009110, GB108045014850, GB108045014860, GB108045014870, GB108045014880, GB108045014890, GB108045014920, GB108045015030, GB108045015040, GB108045015050, GB108045015060, GB108045015070, GB108045015080, GB108045015090, GB108045015100, GB108045020920, GB108045020930, GB108045014930, GB108045014940, GB108045014960, GB108045014970, GB108045014980, GB108045014990, GB108045015000, GB108045015010, GB108045015020, GB108045020850, GB108045020860, GB108045020870, GB108045020880, GB108045020890, GB108045020900, GB108045020910","GB108045009040, GB510804505600, GB650806420000","GB108045015050, GB108045014970",GB108045009040,,Exe (Culm to Creedy),River,291962,96317,SX9196296317,293296,96975,290675,94852,Not Designated A/HMWB
GB108045009070,2,13/09/2013,"GB108045009080, GB108045009090, GB108045009100, GB108045014900, GB108045014910, GB108045009220, GB108045009230, GB108045009240, GB108045009270, GB108045009280, GB108045009290","GB108045009040, GB510804505600, GB650806420000","GB108045009080, GB108045009090, GB108045009100, GB108045009280",GB108045009040,,Lower Creedy,River,287556,99036,SX8755699036,290816,99249,285436,94851,Not Designated A/HMWB
GB108045009080,2,13/09/2013,,"GB108045009040, GB108045009070, GB510804505600, GB650806420000",,GB108045009070,,Jackmoor Brook,River,289678,99850,SX8967899850,290322,103031,288837,96861,Not Designated A/HMWB
GB108045009090,2,13/09/2013,"GB108045014900, GB108045014910","GB108045009040, GB108045009070, GB510804505600, GB650806420000","GB108045014900, GB108045014910",GB108045009070,,Middle Creedy,River,284580,101427,SS8458001427,286333,103889,283317,99244,Not Designated A/HMWB
GB108045009100,2,13/09/2013,,"GB108045009040, GB108045009070, GB510804505600, GB650806420000",,GB108045009070,,Shobrooke Lake,River,286845,103122,SS8684503122,289538,106006,286683,99008,Not Designated A/HMWB
GB108045009110,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB510804505600, GB650806420000",,GB108045014970,,Weaver,River,304790,103885,ST0479003885,309337,106520,299904,102698,Not Designated A/HMWB
GB108045009160,2,13/09/2013,,GB650806420000,,GB650806420000,,Sid,River,314224,94273,SY1422494273,315899,96249,312768,86300,Not Designated A/HMWB
GB108045009170,2,13/09/2013,"GB108045009180, GB108045009190, GB108045009200, GB108045015110, GB108045015120","GB650806420000, GB510804505500, GB510804505500","GB108045009180, GB108045009190, GB108045009200","GB510804505500, GB510804505500",,Lower River Otter,River,311018,100428,ST1101800428,314424,102435,306088,85510,Not Designated A/HMWB
GB108045009180,2,13/09/2013,"GB108045015110, GB108045015120","GB108045009170, GB650806420000, GB510804505500, GB510804505500","GB108045015110, GB108045015120",GB108045009170,,Middle River Otter,River,315794,102587,ST1579402587,317314,103630,314423,96256,Not Designated A/HMWB
GB108045009190,2,13/09/2013,,"GB108045009170, GB650806420000, GB510804505500, GB510804505500",,GB108045009170,,Wolf (Otter),River,312952,102358,ST1295202358,314492,105144,312884,100170,Not Designated A/HMWB
GB108045009200,2,13/09/2013,,"GB108045009170, GB650806420000, GB510804505500, GB510804505500",,GB108045009170,,Tale,River,307742,102304,ST0774202304,311763,106128,307546,95963,Not Designated A/HMWB
GB108045014840,2,13/09/2013,,"GB108045008870, GB620806560000, GB510804505400",,GB108045008870,,Upper Axe,River,342285,105855,ST4228505855,349646,109718,333747,100930,Not Designated A/HMWB
GB108045014850,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015070, GB510804505600, GB650806420000",,GB108045015070,,Ben Brook,River,297257,124281,SS9725724281,297773,124752,296757,123780,Not Designated A/HMWB
GB108045014860,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015070, GB510804505600, GB650806420000",,GB108045015070,,Upper Batherm,River,300868,125341,ST0086825341,301581,130453,297717,123274,Not Designated A/HMWB
GB108045014870,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Burn (Exe),River,297076,107680,SS9707607680,298540,107751,294312,104678,Not Designated A/HMWB
GB108045014880,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB510804505600, GB650806420000",,GB108045014970,,Ken Stream,River,304729,108423,ST0472908423,306967,108571,302859,107438,Not Designated A/HMWB
GB108045014890,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB108045015020, GB510804505600, GB650806420000",,GB108045015020,,Fulford Water,River,299530,108924,SS9953008924,302523,110930,297175,108790,Not Designated A/HMWB
GB108045014900,2,13/09/2013,,"GB108045009040, GB108045009070, GB108045009090, GB510804505600, GB650806420000",,GB108045009090,,Holly Water,River,285942,107109,SS8594207109,288369,110913,283387,103865,Not Designated A/HMWB
GB108045014910,2,13/09/2013,,"GB108045009040, GB108045009070, GB108045009090, GB510804505600, GB650806420000",,GB108045009090,,Upper Creedy,River,282144,104790,SS8214404790,286567,112018,278306,103885,Not Designated A/HMWB
GB108045014920,2,13/09/2013,GB108045014930,"GB108045009040, GB108045009060, GB108045014970, GB108045014980, GB510804505600, GB650806420000",GB108045014930,GB108045014980,,Madford River,River,314480,111302,ST1448011302,315308,113912,313163,106786,Not Designated A/HMWB
GB108045015030,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Lowman,River,297925,113735,SS9792513735,303206,120366,295299,111946,Not Designated A/HMWB
GB108045015040,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Iron Mill Stream,River,289532,120334,SS8953220334,293879,121932,286463,119844,Not Designated A/HMWB
GB108045015050,2,13/09/2013,"GB108045014850, GB108045014860, GB108045014870, GB108045015030, GB108045015040, GB108045015060, GB108045015070, GB108045015080, GB108045015090, GB108045015100, GB108045020920, GB108045020930, GB108045014990, GB108045015010, GB108045020850, GB108045020860, GB108045020870, GB108045020880, GB108045020890, GB108045020900, GB108045020910","GB108045009040, GB108045009060, GB510804505600, GB650806420000","GB108045014870, GB108045015030, GB108045015040, GB108045015060, GB108045015070, GB108045015080, GB108045014990, GB108045015010",GB108045009060,,Exe (Barle to Culm),River,291816,103370,SS9181603370,295945,124479,290003,96974,Not Designated A/HMWB
GB108045015060,2,13/09/2013,"GB108045015090, GB108045015100, GB108045020920, GB108045020930, GB108045020850, GB108045020860, GB108045020870, GB108045020880, GB108045020890, GB108045020900, GB108045020910","GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000","GB108045015090, GB108045015100, GB108045020890",GB108045015050,,Exe (Haddeo to Barle),River,293367,125354,SS9336725354,293599,126566,293007,124468,Not Designated A/HMWB
GB108045015070,2,13/09/2013,"GB108045014850, GB108045014860","GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000","GB108045014850, GB108045014860",GB108045015050,,Lower Batherm,River,296063,122465,SS9606322465,297718,123781,295225,120670,Not Designated A/HMWB
GB108045015080,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Brockey River,River,290293,125805,SS9029325805,292599,126646,287083,123784,Not Designated A/HMWB
GB108045015090,2,13/09/2013,"GB108045020900, GB108045020910","GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB510804505600, GB650806420000","GB108045020900, GB108045020910",GB108045015060,,Lower River Haddeo,River,294356,128260,SS9435628260,296010,129459,293598,126565,Heavily Modified
GB108045015100,2,13/09/2013,"GB108045020850, GB108045020860, GB108045020870, GB108045020880","GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB510804505600, GB650806420000","GB108045020850, GB108045020870",GB108045015060,,Lower Barle,River,291444,128430,SS9144428430,293421,129603,288331,125153,Not Designated A/HMWB
GB108045015110,2,13/09/2013,,"GB108045009170, GB108045009180, GB650806420000, GB510804505500, GB510804505500",,GB108045009180,,Love,River,317025,105725,ST1702505725,317663,109397,316599,102317,Not Designated A/HMWB
GB108045020920,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045020890, GB510804505600, GB650806420000",,GB108045020890,,Quarme,River,290923,138651,SS9092338651,292319,141075,286014,134045,Not Designated A/HMWB
GB108045020930,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045020890, GB510804505600, GB650806420000",,GB108045020890,,Exe (Source to Quarme),River,285373,138318,SS8537338318,292269,141744,275145,133865,Not Designated A/HMWB
GB108046004760,2,13/09/2013,,"GB520804609000, GB680806460000",,GB520804609000,,Avon (DevonTidal) and Sth Hams - Frogmore,River,277471,43110,SX7747143110,277592,43977,277202,42474,Not Designated A/HMWB
GB108046004810,2,13/09/2013,,"GB108046004930, GB620806110002",,GB108046004930,,Avon (Devon Tidal) and Sth Hams - Slapton,River,279610,45373,SX7961045373,282545,48096,279055,43838,Not Designated A/HMWB
GB108046004870,2,13/09/2013,,"GB520804609000, GB680806460000",,GB520804609000,,Small Bk,River,276542,46115,SX7654246115,277134,50653,274369,41875,Not Designated A/HMWB
GB108046004900,2,13/09/2013,"GB108046004920, GB108046004940, GB108046004941","GB620806110003, GB510804606000","GB108046004920, GB108046004940",GB510804606000,,Avon - Lower,River,271455,47242,SX7145547242,272972,48296,270074,47082,Not Designated A/HMWB
GB108046004910,2,13/09/2013,,GB620806110002,,GB620806110002,,Avon (Devon Tidal) and Sth Hams - Blackpool,River,285133,48446,SX8513348446,286210,49793,284963,47266,Not Designated A/HMWB
GB108046004920,2,13/09/2013,,"GB108046004900, GB620806110003, GB510804606000",,GB108046004900,,Torr Bk,River,275074,50097,SX7507450097,276598,52648,272971,48243,Not Designated A/HMWB
GB108046004930,2,13/09/2013,GB108046004810,GB620806110002,GB108046004810,GB620806110002,,The Gara,River,282069,47562,SX8206947562,283181,52742,279640,42045,Not Designated A/HMWB
GB108046005170,2,13/09/2013,,"GB620806110002, GB510804605900",,GB510804605900,,Harbourne River,River,275869,59271,SX7586959271,281468,65078,269526,55940,Not Designated A/HMWB
GB108046005190,2,13/09/2013,,"GB108046005220, GB108046008350, GB620806110002, GB510804605900",,GB108046005220,,Dean Burn,River,271051,64895,SX7105164895,274187,67185,268142,64601,Not Designated A/HMWB
GB108046005200,2,13/09/2013,,"GB108046005040, GB620806110003, GB510804606100",,GB108046005040,,Erme,River,264065,59990,SX6406559990,264503,66921,262176,53015,Not Designated A/HMWB
GB108046005210,2,13/09/2013,,"GB108046005430, GB620806110002, GB510804605900",,GB108046005430,,Am Brook,River,282196,66026,SX8219666026,282249,68171,280551,63810,Not Designated A/HMWB
GB108046005220,2,13/09/2013,GB108046005190,"GB108046008350, GB620806110002, GB510804605900",GB108046005190,GB108046008350,,Mardle,River,270822,67986,SX7082267986,274795,69501,266554,66074,Not Designated A/HMWB
GB108046005230,2,13/09/2013,,"GB108046005430, GB620806110002, GB510804605900",,GB108046005430,,Hems - Upper,River,278654,66140,SX7865466140,281615,69584,277009,63795,Not Designated A/HMWB
GB108046005240,2,13/09/2013,,"GB108046008350, GB108046008340, GB620806110002, GB510804605900",,GB108046008340,,Swincombe,River,263701,72412,SX6370172412,264789,73727,260748,69560,Not Designated A/HMWB
GB108046005250,2,13/09/2013,"GB108046008390, GB108046008410","GB108046008350, GB620806110002, GB510804605900","GB108046008390, GB108046008410",GB108046008350,,Webburn,River,271581,72884,SX7158172884,271892,73700,271347,71908,Not Designated A/HMWB
GB108046005270,2,13/09/2013,,"GB108046008350, GB620806110002, GB510804605900",,GB108046008350,,Ashburn,River,275761,70752,SX7576170752,275803,74731,274465,66627,Not Designated A/HMWB
GB108046008350,2,13/09/2013,"GB108046005190, GB108046005220, GB108046005240, GB108046005250, GB108046005270, GB108046008361, GB108046008370, GB108046008380, GB108046008390, GB108046008400, GB108046008410, GB108046008420, GB108046005160, GB108046008340","GB620806110002, GB510804605900","GB108046005220, GB108046005250, GB108046005270, GB108046008420, GB108046005160, GB108046008340",GB510804605900,,Dart,River,267588,72159,SX6758872159,280709,73107,267099,61246,Not Designated A/HMWB
GB108046008361,1,13/09/2013,"GB108046008370, GB108046008380, GB108046008400","GB108046008350, GB108046008340, GB620806110002, GB510804605900","GB108046008370, GB108046008380, GB108046008400",GB108046008340,,West Dart River (Blackbrook to Swincombe),River,263461,73698,SX6346173698,264789,74350,261771,73601,Not Designated A/HMWB
GB108046008370,2,13/09/2013,,"GB108046008350, GB108046008361, GB108046008340, GB620806110002, GB510804605900",,GB108046008361,,Blackbrook River,River,258816,74851,SX5881674851,261807,77786,257437,73815,Not Designated A/HMWB
GB108046008380,2,13/09/2013,,"GB108046008350, GB108046008361, GB108046008340, GB620806110002, GB510804605900",,GB108046008361,,Cherry Brook,River,263268,76992,SX6326876992,263662,80152,261858,73770,Not Designated A/HMWB
GB108046008390,2,13/09/2013,,"GB108046005250, GB108046008350, GB620806110002, GB510804605900",,GB108046005250,,East Webburn River,River,272190,76947,SX7219076947,272262,80271,271169,73699,Not Designated A/HMWB
GB108046008400,2,13/09/2013,,"GB108046008350, GB108046008361, GB108046008340, GB620806110002, GB510804605900",,GB108046008361,,West Dart River (Upper),River,260971,78400,SX6097178400,261809,81557,259135,74102,Not Designated A/HMWB
GB108046008410,2,13/09/2013,,"GB108046005250, GB108046008350, GB620806110002, GB510804605900",,GB108046005250,,West Webburn River,River,268812,76611,SX6881276611,271348,81378,268782,73449,Not Designated A/HMWB
GB108046008420,2,13/09/2013,,"GB108046008350, GB620806110002, GB510804605900",,GB108046008350,,East Dart River,River,263921,80821,SX6392180821,267698,85343,260848,73106,Not Designated A/HMWB
GB108046008440,2,13/09/2013,,"GB108046008540, GB650806420000, GB510804605800",,GB108046008540,,Liverton Brook,River,280765,74782,SX8076574782,284970,77166,277311,74326,Not Designated A/HMWB
GB108046008550,2,13/09/2013,"GB108046008580, GB108046008510, GB108046008530, GB108046008510","GB108046008540, GB650806420000, GB510804605800","GB108046008510, GB108046008530, GB108046008510",GB108046008540,,Teign (Upper),River,270975,88989,SX7097588989,274322,89954,268346,87656,Not Designated A/HMWB
GB108046008560,2,13/09/2013,,"GB108046008540, GB650806420000, GB510804605800",,GB108046008540,,Sowton Brook,River,283502,90094,SX8350290094,284020,92517,283162,87244,Not Designated A/HMWB
GB108046008570,2,13/09/2013,,"GB108046008540, GB650806420000, GB510804605800",,GB108046008540,,Fingle Brook,River,272723,91880,SX7272391880,274612,92462,269339,89939,Not Designated A/HMWB
GB108046008580,2,13/09/2013,,"GB108046008550, GB108046008530, GB108046008540, GB650806420000, GB510804605800",,GB108046008530,,Blackaton Brook,River,267032,91290,SX6703291290,268238,91925,264019,88008,Not Designated A/HMWB
GB108046008590,2,13/09/2013,,"GB108046008540, GB650806420000, GB510804605800",,GB108046008540,,Reedy Brook,River,281496,91150,SX8149691150,282436,92873,281284,88767,Not Designated A/HMWB
GB108046008600,2,13/09/2013,,"GB108046008540, GB650806420000, GB510804605800",,GB108046008540,,Scotley Brook,River,276420,91890,SX7642091890,277754,92873,274170,90031,Not Designated A/HMWB
GB108047003640,2,13/09/2013,,"GB650806230000, GB520804714300",,GB520804714300,,Tory Brook,River,257607,61146,SX5760761146,257916,62195,251936,56378,Heavily Modified
GB108047003650,2,13/09/2013,,"GB108047004040, GB650806230000, GB520804714300",,GB108047004040,,Upper River Plym,River,256430,64990,SX5643064990,262077,68546,253277,63553,Not Designated A/HMWB
GB108047003660,2,13/09/2013,,"GB108047004040, GB650806230000, GB520804714300",,GB108047004040,,Meavy,River,255096,67429,SX5509667429,258395,73211,252226,63669,Heavily Modified
GB108047007680,2,13/09/2013,,"GB108047007670, GB650806230000, GB520804714300",,GB108047007670,,Withey Brook,River,223518,75619,SX2351875619,226156,77274,223306,72437,Not Designated A/HMWB
GB108047007690,2,13/09/2013,,"GB108047007670, GB650806230000, GB520804714300",,GB108047007670,,Upper River Lynher,River,224085,79312,SX2408579312,226440,80251,220063,77167,Not Designated A/HMWB
GB108047007700,2,13/09/2013,,"GB108047007860, GB108047007890, GB650806230000, GB520804714300",,GB108047007890,,Penpont Water,River,222309,81295,SX2230981295,227156,83013,216549,81119,Not Designated A/HMWB
GB108047007710,2,13/09/2013,,"GB108047007731, GB108047007860, GB108047007910, GB650806230000, GB520804714300",,GB108047007731,,Quither Brook,River,244057,81519,SX4405781519,247173,83973,242574,81273,Not Designated A/HMWB
GB108047007731,1,13/09/2013,"GB108047007710, GB108047007750, GB108047007770, GB108047007990, GB108047008010, GB108047008020","GB108047007860, GB108047007910, GB650806230000, GB520804714300","GB108047007710, GB108047007750, GB108047007770, GB108047008010",GB108047007910,,Lower River Lyd,River,240717,85055,SX4071785055,244071,85122,237441,83220,Not Designated A/HMWB
GB108047007750,2,13/09/2013,,"GB108047007731, GB108047007860, GB108047007910, GB650806230000, GB520804714300",,GB108047007731,,Upper River Lyd,River,248605,84050,SX4860584050,255683,88370,244070,83132,Not Designated A/HMWB
GB108047007760,2,13/09/2013,,"GB108047007860, GB108047007890, GB650806230000, GB520804714300",,GB108047007890,,Upper River Inny,River,220643,84012,SX2064384012,227166,87047,214506,81634,Not Designated A/HMWB
GB108047007770,2,13/09/2013,,"GB108047007731, GB108047007860, GB108047007910, GB650806230000, GB520804714300",,GB108047007731,,Lew (Tamar),River,251643,89551,SX5164389551,254784,91315,244070,83350,Not Designated A/HMWB
GB108047007790,3,13/09/2013,,"GB108047007820, GB108047007860, GB108047007910, GB108047007940, GB108047007981, GB650806230000, GB520804714300",,GB108047007820,,Canworthy Water,River,221475,89904,SX2147589904,222507,91733,221397,87663,Not Designated A/HMWB
GB108045009220,2,13/09/2013,,"GB108045009040, GB108045009070, GB108045009280, GB510804505600, GB650806420000",,GB108045009280,,Culvery River,River,281468,95852,SX8146895852,283532,99053,278964,92817,Not Designated A/HMWB
GB108045009230,2,13/09/2013,,"GB108045009040, GB108045009070, GB108045009280, GB510804505600, GB650806420000",,GB108045009280,,Ford Brook (EXE),River,278880,95748,SX7888095748,279510,98632,277200,93410,Not Designated A/HMWB
GB108045009240,2,13/09/2013,"GB108045009270, GB108045009290","GB108045009040, GB108045009070, GB108045009280, GB510804505600, GB650806420000",GB108045009290,GB108045009280,,Upper Yeo (Creedy),River,277661,98346,SX7766198346,279468,98879,270290,92952,Not Designated A/HMWB
GB108045009270,2,13/09/2013,,"GB108045009040, GB108045009070, GB108045009240, GB108045009280, GB108045009290, GB510804505600, GB650806420000",,GB108045009290,,Troney,River,275335,97335,SX7533597335,278052,99179,267988,93240,Not Designated A/HMWB
GB108045009280,2,13/09/2013,"GB108045009220, GB108045009230, GB108045009240, GB108045009270, GB108045009290","GB108045009040, GB108045009070, GB510804505600, GB650806420000","GB108045009220, GB108045009230, GB108045009240",GB108045009070,,Lower Yeo (Creedy),River,283861,99055,SX8386199055,286333,100878,279467,98469,Not Designated A/HMWB
GB108045009290,2,13/09/2013,GB108045009270,"GB108045009040, GB108045009070, GB108045009240, GB108045009280, GB510804505600, GB650806420000",GB108045009270,GB108045009240,,Colebrook,River,277223,100910,SS7722300910,278460,102212,275559,98838,Not Designated A/HMWB
GB108045009300,2,13/09/2013,,"GB108045008870, GB108045015130, GB620806560000, GB510804505400",,GB108045015130,,Corry Brook,River,326000,99439,SY2600099439,328106,107584,322641,98167,Not Designated A/HMWB
GB108045014820,2,13/09/2013,,"GB108045008870, GB620806560000, GB510804505400",,GB108045008870,,Forton Brook,River,334033,106593,ST3403306593,334081,108335,332935,104353,Not Designated A/HMWB
GB108045014830,2,13/09/2013,,"GB108045008870, GB620806560000, GB510804505400",,GB108045008870,,Kit Brook,River,330424,105191,ST3042405191,332225,108584,328746,101499,Not Designated A/HMWB
GB108045014930,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014920, GB108045014970, GB108045014980, GB510804505600, GB650806420000",,GB108045014920,,Bolham River,River,317457,111871,ST1745711871,319862,112662,314860,110852,Not Designated A/HMWB
GB108045014940,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB510804505600, GB650806420000",,GB108045014970,,Sheldon Stream,River,311326,110497,ST1132610497,312451,113467,308174,106974,Not Designated A/HMWB
GB108045014960,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB108045015020, GB510804505600, GB650806420000",,GB108045015020,,Halberton Stream,River,301776,110612,ST0177610612,302208,111353,301598,110004,Not Designated A/HMWB
GB108045014970,2,13/09/2013,"GB108045009110, GB108045014880, GB108045014890, GB108045014920, GB108045014930, GB108045014940, GB108045014960, GB108045014980, GB108045015000, GB108045015020","GB108045009040, GB108045009060, GB510804505600, GB650806420000","GB108045009110, GB108045014880, GB108045014940, GB108045014980, GB108045015020",GB108045009060,,Lower Culm,River,295580,99555,SX9558099555,308175,113499,293252,96974,Not Designated A/HMWB
GB108045014980,2,13/09/2013,"GB108045014920, GB108045014930, GB108045015000","GB108045009040, GB108045009060, GB108045014970, GB510804505600, GB650806420000","GB108045014920, GB108045015000",GB108045014970,,Middle Culm,River,311168,113928,ST1116813928,314134,114013,308174,113466,Not Designated A/HMWB
GB108045014990,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Calverleigh Stream,River,291765,114682,SS9176514682,294893,116604,289379,113875,Not Designated A/HMWB
GB108045015000,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045014970, GB108045014980, GB510804505600, GB650806420000",,GB108045014980,,Upper Culm,River,318126,114844,ST1812614844,321917,116311,314133,113861,Not Designated A/HMWB
GB108045015010,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB510804505600, GB650806420000",,GB108045015050,,Dart (Exe),River,290440,111776,SS9044011776,293603,116647,287633,107193,Not Designated A/HMWB
GB108045015020,2,13/09/2013,"GB108045014890, GB108045014960","GB108045009040, GB108045009060, GB108045014970, GB510804505600, GB650806420000","GB108045014890, GB108045014960",GB108045014970,,Spratford Stream,River,303213,111621,ST0321311621,307032,119927,302145,107469,Not Designated A/HMWB
GB108045015120,2,13/09/2013,,"GB108045009170, GB108045009180, GB650806420000, GB510804505500, GB510804505500",,GB108045009180,,Upper River Otter,River,318658,103224,ST1865803224,322649,115036,317313,102317,Not Designated A/HMWB
GB108045015130,2,13/09/2013,GB108045009300,"GB108045008870, GB620806560000, GB510804505400",GB108045009300,GB108045008870,,Yarty,River,325625,107726,ST2562507726,328313,116419,323321,97239,Not Designated A/HMWB
GB108045020850,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015100, GB510804505600, GB650806420000",,GB108045015100,,Danes Brook,River,284171,130837,SS8417130837,288386,132781,279562,129602,Not Designated A/HMWB
GB108045020860,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015100, GB108045020870, GB510804505600, GB650806420000",,GB108045020870,,Sherdon Water,River,278006,135947,SS7800635947,280557,137202,273724,134228,Not Designated A/HMWB
GB108045020870,2,13/09/2013,"GB108045020860, GB108045020880","GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015100, GB510804505600, GB650806420000","GB108045020860, GB108045020880",GB108045015100,,Middle Barle,River,285642,133888,SS8564233888,288543,136321,280556,129602,Not Designated A/HMWB
GB108045020880,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015100, GB108045020870, GB510804505600, GB650806420000",,GB108045020870,,Upper Barle,River,275895,138703,SS7589538703,280557,142235,272055,136101,Not Designated A/HMWB
GB108045020890,2,13/09/2013,"GB108045020920, GB108045020930","GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB510804505600, GB650806420000","GB108045020920, GB108045020930",GB108045015060,,Exe (Quarme to Haddeo),River,292501,130315,SS9250130315,293599,134046,292179,126565,Not Designated A/HMWB
GB108045020900,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015090, GB510804505600, GB650806420000",,GB108045015090,,Upper River Haddeo,River,299761,129202,SS9976129202,300346,132885,295979,128838,Heavily Modified
GB108045020910,2,13/09/2013,,"GB108045009040, GB108045009060, GB108045015050, GB108045015060, GB108045015090, GB510804505600, GB650806420000",,GB108045015090,,Pulham,River,295096,132746,SS9509632746,296143,136705,294266,129441,Not Designated A/HMWB
GB108046004940,2,13/09/2013,GB108046004941,"GB108046004900, GB620806110003, GB510804606000",GB108046004941,GB108046004900,,Avon - Upper,River,267666,59947,SX6766659947,273299,64797,265858,48295,Not Designated A/HMWB
GB108046004941,1,13/09/2013,,"GB108046004900, GB108046004940, GB620806110003, GB510804606000",,GB108046004940,,Upper Avon,River,266723,65975,SX6672365975,268395,69540,264794,62381,Heavily Modified
GB108046005020,2,13/09/2013,,"GB620806110003, GB510804606100",,GB510804606100,,Ayleston Brook,River,264918,51371,SX6491851371,267520,51716,262769,48972,Not Designated A/HMWB
GB108046005040,2,13/09/2013,"GB108046005200, GB108046005110","GB620806110003, GB510804606100","GB108046005200, GB108046005110",GB510804606100,,Lower Erme,River,263365,52320,SX6336552320,264028,53016,263069,51581,Not Designated A/HMWB
GB108046005060,2,13/09/2013,,"GB620806110002, GB510804605900",,GB510804605900,,Dart (Tidal),River,285025,55044,SX8502555044,286001,55742,283664,54626,Not Designated A/HMWB
GB108046005070,2,13/09/2013,,"GB620806110003, GB510804606100",,GB510804606100,,Sheepham Bk,River,265516,52673,SX6551652673,268693,53720,262940,50822,Not Designated A/HMWB
GB108046005080,2,13/09/2013,,"GB620806110002, GB510804605900",,GB510804605900,,Wash,River,279253,54627,SX7925354627,281858,56075,277347,52843,Not Designated A/HMWB
GB108046005110,2,13/09/2013,,"GB108046005040, GB620806110003, GB510804606100",,GB108046005040,,Lud Brook,River,265882,55710,SX6588255710,266665,59353,264027,53008,Not Designated A/HMWB
GB108046005160,2,13/09/2013,,"GB108046008350, GB620806110002, GB510804605900",,GB108046008350,,Bidwell Brook,River,276490,61294,SX7649061294,279990,62602,273527,60686,Not Designated A/HMWB
GB108046005330,2,13/09/2013,,"GB108046005350, GB650806420000, GB510804605800",,GB108046005350,,Aller Brook (Teign) - Upper,River,287892,67543,SX8789267543,289727,69317,287348,66226,Not Designated A/HMWB
